,Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,TotalCharges,TenureinMonths,MonthlyCharge
2024,2921-XWDJH,female,76,Yes,0,Glendale,91202,34.167926,-118.267539,0,38,0,Yes,3.42,No,Yes,Fiber Optic,15.0,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.45,3147.15,24.98,0,129.96,3252.13,Stayed,0,0,0.38250041931528644,0.2287351308609103,0.6362904075751038
2025,2923-ARZLG,male,38,Yes,2,La Verne,91750,34.144703,-117.770299,5,10,Offer E,Yes,46.23,No,No,0,0.0,0,0,0,0,0,0,0,0,One Year,Yes,Credit Card,19.7,197.54,0.0,0,462.3,659.84,Stayed,0,0,-0.9191467381358086,-0.9122443487337418,-1.4068132967601021
2026,2924-KHUVI,male,28,Yes,0,Orland,95963,39.748037,-122.302169,7,56,0,Yes,46.9,Yes,Yes,Fiber Optic,48.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,5514.95,0.0,0,2626.4,8141.35,Stayed,0,0,1.4273979276003486,0.962221939171758,1.1843229306203118
2027,2925-MXLSX,female,37,No,0,Chula Vista,91911,32.607964,-117.059459,0,30,Offer C,Yes,22.64,Yes,Yes,DSL,18.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,68.95,2038.7,0.0,0,679.2,2717.9,Stayed,0,0,-0.106652652337124,-0.09725900616613314,0.17158446698121388
2028,2925-VDZHY,male,64,Yes,2,Sonora,95370,37.982716,-120.343732,1,72,Offer A,Yes,28.63,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.7,6501.35,0.0,0,2061.36,8562.71,Stayed,0,0,1.8626909853638363,1.614210213225845,0.8045460067556502
2029,2926-JEJJC,female,26,No,0,Angelus Oaks,92305,34.1678,-116.86433,0,8,0,Yes,5.27,No,No,0,0.0,0,0,0,0,0,0,0,0,One Year,Yes,Bank Withdrawal,20.2,140.95,0.0,0,42.16,183.11,Stayed,0,0,-0.9441196032400623,-0.9937428829905026,-1.3907889539810026
2030,2927-CVULT,female,64,Yes,1,Ramona,92065,33.044541,-116.833922,1,53,Offer B,Yes,28.36,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,5566.4,0.0,0,1503.08,7069.48,Stayed,0,0,1.450102538125421,0.8399741377866168,1.2964933300740094
2031,2927-QRRQV,male,44,Yes,0,Scott Bar,96085,41.737962,-123.07557,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0.0,0,465.98,4778.48,Stayed,0,0,0.8967631574181656,0.5547292678879537,0.9952356858269361
2032,2928-HLDBA,female,31,No,0,Cypress,90630,33.818477,-118.038307,0,6,Offer E,Yes,7.72,No,No,0,0.0,0,0,0,0,0,0,0,0,Month-to-Month,No,Credit Card,20.7,112.75,0.0,0,46.32,159.07,Stayed,0,0,-0.956564112798994,-1.0752414172472635,-1.374764611201903
2033,2929-ERCFZ,female,22,Yes,0,Independence,93526,36.869584,-118.189241,1,8,Offer E,Yes,38.83,No,Yes,Fiber Optic,76.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,777.3,0.0,0,310.64,1087.94,Churned,Competitor,Competitor had better devices,-0.6633017430334572,-0.9937428829905026,0.9808137773257464
2034,2929-QNSRW,female,21,Yes,0,San Diego,92130,32.957195,-117.202542,1,56,0,Yes,19.16,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.25,5508.35,0.0,150,1072.96,6731.31,Churned,Competitor,Competitor made better offer,1.4244853828099606,0.962221939171758,1.1106109538364535
2035,2930-UOTMB,female,29,No,0,Riverside,92506,33.930931,-117.361788,0,31,Offer C,Yes,31.14,Yes,Yes,Cable,52.0,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,1994.3,0.0,120,965.34,3079.64,Churned,Competitor,Competitor offered higher download speeds,-0.1262461354724635,-0.05650973903775272,0.05300433041587634
2036,2931-FSOHN,male,76,No,0,Napa,94559,38.232389,-122.324944,0,13,0,Yes,49.9,No,Yes,DSL,30.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,0.0,0,648.7,1437.05,Stayed,0,0,-0.6584254369828829,-0.7899965473486005,-0.11845613732049
2037,2931-SVLTV,male,59,Yes,3,Vallejo,94589,38.161321,-122.271588,6,40,Offer B,Yes,11.5,Yes,Yes,Fiber Optic,22.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,110.1,4469.1,0.0,0,460.0,4929.1,Stayed,0,0,0.9658699019901062,0.31023366511767114,1.490387877701115
2038,2931-VUVJN,female,71,Yes,0,Murrieta,92562,33.548869,-117.334165,0,59,0,Yes,19.14,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,94.05,5483.9,0.0,30,1129.26,6643.16,Stayed,0,0,1.4136957282455673,1.0844697405568993,0.9760064744920163
2039,2931-XIQBR,female,41,Yes,3,Kelseyville,95451,38.93496,-122.792243,7,50,0,Yes,47.48,No,Yes,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.05,5153.5,0.0,0,2374.0,7527.5,Stayed,0,0,1.2678919708600684,0.7177263364014754,1.2644446445158102
2040,2933-FILNV,female,53,Yes,3,Carlsbad,92009,33.098018,-117.258203,0,2,0,No,0.0,0,Yes,DSL,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.4,36.55,0.0,0,0.0,36.55,Churned,Dissatisfaction,Lack of self-service on Website,-0.9901907662880225,-1.2382384857607853,-1.2561844746365654
2041,2933-XEUJM,female,56,No,0,Ballico,95303,37.4695,-120.672724,0,46,Offer B,Yes,46.83,Yes,Yes,DSL,2.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,79.2,3593.8,0.0,0,2154.18,5747.98,Stayed,0,0,0.5796046815314885,0.5547292678879537,0.5000834939527568
2042,2937-FTHUR,female,45,No,3,Cedar Glen,92321,34.255203,-117.175654,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,1166.7,0.0,0,764.1,1930.8,Stayed,0,0,-0.4914616004005476,-0.5862502117066983,0.03858242191468657
2043,2946-KIQSP,female,59,No,0,Fallbrook,92028,33.362575,-117.299644,0,35,Offer C,No,0.0,0,Yes,Cable,12.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,33.45,1175.85,0.0,30,0.0,1205.85,Stayed,0,0,-0.48742375421387296,0.10648732947576901,-0.9661438703348615
2044,2947-DOMLJ,male,47,No,2,Buena Park,90621,33.874224,-117.993368,0,1,0,Yes,11.86,No,Yes,Cable,13.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.6,50.6,0.0,0,11.86,62.46,Churned,Dissatisfaction,Service dissatisfaction,-0.9839905762418172,-1.2789877528891658,-0.4165089130117435
2045,2951-QOQTK,male,28,No,0,Sacramento,95815,38.608405,-121.449942,0,4,0,Yes,42.33,Yes,Yes,Fiber Optic,76.0,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.8,332.45,0.0,0,169.32,501.77,Churned,Competitor,Competitor offered higher download speeds,-0.8596116748522805,-1.1567399515040244,0.5513613908458754
2046,2952-QAYZF,male,30,No,0,Sacramento,95828,38.486938,-121.395805,0,5,0,Yes,36.52,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,424.15,0.0,0,182.6,606.75,Churned,Competitor,Competitor had better devices,-0.8191449540524915,-1.115990684375644,0.6955804758577724
2047,2954-PIBKO,female,64,Yes,0,Los Angeles,90058,34.001617,-118.222274,7,69,0,Yes,39.88,Yes,Yes,Cable,17.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,64.15,4254.1,0.0,40,2751.72,7045.82,Stayed,0,0,0.8709915489698814,1.4919624118407038,0.01775077630185729
2048,2955-BJZHG,male,41,Yes,0,Apple Valley,92308,34.424926,-117.184503,1,17,0,Yes,16.61,No,Yes,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,1400.85,0.0,0,282.37,1683.22,Churned,Competitor,Competitor had better devices,-0.3881324545415446,-0.6269994788350788,0.5529638251237854
2049,2955-PSXOE,female,48,No,0,Topanga,90290,34.115192,-118.61017,0,1,0,Yes,43.52,No,No,0,0.0,0,0,0,0,0,0,0,0,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0.0,0,43.52,63.72,Churned,Price,Price too high,-0.9974059340642119,-1.2789877528891658,-1.3907889539810026
2050,2956-GGUCQ,male,71,Yes,0,Pioneer,95666,38.546999,-120.271114,1,24,0,Yes,2.05,Yes,Yes,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,1772.25,0.0,0,49.2,1821.45,Churned,Attitude,Attitude of service provider,-0.22423561588242127,-0.34175460893641574,0.48886645400738676
2051,2957-JIRMN,female,69,No,0,Vallejo,94591,38.105733,-122.186338,0,62,0,Yes,19.52,Yes,Yes,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.45,4959.15,0.0,0,1210.24,6169.39,Stayed,0,0,1.182126352676437,1.2067175419420406,0.6683390931333031
2052,2957-LOLHO,male,49,No,0,Fallbrook,92028,33.362575,-117.299644,0,12,0,Yes,11.12,No,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,518.9,0.0,0,133.44,652.34,Churned,Competitor,Competitor made better offer,-0.7773322845238111,-0.8307458144769809,-0.5831620779143799
2053,2958-NHPPS,male,45,No,0,Sacramento,95816,38.574856,-121.46504,0,23,0,Yes,35.32,No,No,0,0.0,0,0,0,0,0,0,0,0,Month-to-Month,No,Bank Withdrawal,20.85,473.9,0.0,0,812.36,1286.26,Stayed,0,0,-0.7971905444582768,-0.3825038760647962,-1.3699573083681729
2054,2959-EEXWB,female,54,Yes,2,Pasadena,91105,34.13946,-118.166649,10,45,Offer B,No,0.0,0,Yes,DSL,18.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,2333.85,0.0,0,0.0,2333.85,Stayed,0,0,0.023595468099710193,0.5139800007595733,-0.4068943073442838
2055,2959-FENLU,female,64,No,0,Los Gatos,95033,37.160194,-121.945611,0,9,0,Yes,48.38,No,Yes,Fiber Optic,8.0,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,85.3,781.4,0.0,10,435.42,1226.82,Stayed,0,0,-0.6614924349060947,-0.9529936158621222,0.6955804758577724
2056,2959-MJHIC,male,60,Yes,0,Hinkley,92347,34.983808,-117.239306,3,4,0,Yes,32.43,No,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,0.0,0,129.72,437.12,Churned,Dissatisfaction,Product dissatisfaction,-0.8706661062157998,-1.1567399515040244,0.5369394823446857
2057,2960-NKRSO,male,60,No,0,Mad River,95552,40.390301,-123.412327,0,24,0,Yes,9.53,No,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,2107.15,0.0,0,228.72,2335.87,Stayed,0,0,-0.07644603250347565,-0.34175460893641574,0.7164121214706021
2058,2961-VNFKL,female,42,Yes,0,Mountain View,94041,37.388349,-122.075299,2,71,Offer A,Yes,24.71,Yes,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,Yes,Credit Card,25.95,1801.9,0.0,0,1754.41,3556.31,Stayed,0,0,-0.2111512290589344,1.5734609460974645,-1.2065090120213566
2059,2962-XPMCQ,male,56,No,0,Sacramento,95828,38.486938,-121.395805,0,2,Offer E,Yes,6.47,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0.0,0,12.94,111.44,Churned,Competitor,Competitor offered higher download speeds,-0.9628525617782415,-1.2382384857607853,-0.5911742493039298
2060,2967-MXRAV,male,29,Yes,0,Los Angeles,90003,33.964131,-118.272783,9,1,0,Yes,43.57,No,No,0,0.0,0,0,0,0,0,0,0,0,One Year,No,Mailed Check,18.8,18.8,0.0,0,43.57,62.37,Joined,0,0,-0.9980237465955062,-1.2789877528891658,-1.4356571137624814
2061,2968-SSGAA,female,41,No,0,San Francisco,94117,37.770533,-122.445121,0,10,0,Yes,45.21,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,1060.2,0.0,0,452.1,1512.3,Churned,Competitor,Competitor offered more data,-0.5384594822454497,-0.9122443487337418,1.1859253648982218
2062,2969-QWUBZ,female,53,No,0,Los Altos,94022,37.349546,-122.134356,0,2,0,No,0.0,0,Yes,Cable,21.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.4,96.8,0.0,0,0.0,96.8,Joined,0,0,-0.963602762709099,-1.2382384857607853,-0.39086996456518414
2063,2969-VAPYH,female,28,No,0,Fresno,93704,36.799648,-119.801247,0,67,Offer A,Yes,35.99,No,Yes,DSL,73.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.5,3870.0,0.0,0,2411.33,6281.33,Stayed,0,0,0.7014902680625865,1.4104638775839429,-0.09922692598557037
2064,2969-WGHQO,female,39,Yes,3,Bradley,93426,35.842889,-121.004862,1,7,0,Yes,18.91,No,Yes,DSL,29.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.45,477.05,0.0,0,132.37,609.42,Stayed,0,0,-0.7958004662628643,-1.034492150118883,0.18760880976031352
2065,2971-SGAFL,female,34,No,0,Millbrae,94030,37.601248,-122.403099,0,13,Offer D,Yes,38.4,Yes,Yes,DSL,23.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,78.75,995.35,0.0,50,499.2,1544.55,Stayed,0,0,-0.5670774412843408,-0.7899965473486005,0.485661585451567
2066,2972-YDYUW,female,47,No,0,Posey,93260,35.861928,-118.636698,0,57,0,Yes,38.94,Yes,Yes,Fiber Optic,7.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.7,5468.95,0.0,0,2219.58,7688.53,Stayed,0,0,1.4070983730006725,1.0029712063001386,0.9968381201048461
2067,2974-GGUXS,female,74,Yes,0,Granite Bay,95746,38.749466,-121.184196,0,36,Offer C,Yes,11.32,Yes,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91.95,3301.05,17.76,0,407.52,3690.81,Stayed,0,0,0.45041566829115903,0.14723659660414945,0.9087042348197979
2068,2977-CEBSX,female,61,No,0,Coachella,92236,33.680031,-116.171678,0,66,0,Yes,13.28,Yes,Yes,DSL,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.05,5965.95,0.0,0,876.48,6842.43,Stayed,0,0,1.6264218216102155,1.3697146104555624,0.8478117322592191
2069,2978-XXSOG,female,33,No,0,Doyle,96109,40.012675,-120.101857,0,22,Offer D,Yes,32.75,Yes,Yes,DSL,24.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,1253.5,0.0,0,720.5,1974.0,Stayed,0,0,-0.45315722346028936,-0.4232531431931766,-0.14569752004495945
2070,2979-SXESE,female,57,Yes,0,Berkeley,94703,37.863843,-122.275684,1,17,Offer D,Yes,25.79,Yes,Yes,Cable,12.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,1607.2,0.0,0,438.43,2045.63,Churned,Other,Moved,-0.2970713003753892,-0.6269994788350788,0.9872235144373863
2071,2982-IHMFT,female,75,No,0,San Diego,92126,32.886925,-117.152162,0,1,0,Yes,39.61,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0.0,0,39.61,114.06,Churned,Competitor,Competitor made better offer,-0.9734656984765504,-1.2789877528891658,0.34785223755131006
2072,2982-VPSGI,female,64,Yes,0,South Pasadena,91030,34.110444,-118.156957,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,Churned,Competitor,Competitor made better offer,-0.5302072720060161,-0.8714950816053614,0.9744040402141064
2073,2983-ZANRP,female,27,Yes,0,La Puente,91744,34.031441,-117.936436,1,2,0,Yes,8.5,No,Yes,Fiber Optic,59.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,145.4,0.0,0,17.0,162.4,Churned,Competitor,Competitor had better devices,-0.9421558419798761,-1.2382384857607853,0.3190084205489305
2074,2984-AFWNC,female,52,No,0,Rough And Ready,95975,39.225634,-121.156163,0,3,0,Yes,17.01,No,Yes,Fiber Optic,28.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,293.15,0.0,0,51.03,344.18,Joined,0,0,-0.8769545551950472,-1.1974892186324049,1.0192721999955856
2075,2984-MIIZL,male,51,No,0,Guadalupe,93434,34.936,-120.594655,0,4,0,Yes,7.26,No,Yes,Fiber Optic,29.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,0.0,0,29.04,350.94,Churned,Dissatisfaction,Network reliability,-0.8642673335702497,-1.1567399515040244,0.35906927749667966
2076,2984-RGEYA,female,38,Yes,0,Winnetka,91306,34.209532,-118.577563,9,69,Offer A,Yes,5.27,No,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,No,Bank Withdrawal,19.75,1375.4,0.0,0,363.63,1739.03,Stayed,0,0,-0.39936340377114793,1.4919624118407038,-1.4052108624821922
2077,2984-TBYKU,male,38,Yes,3,Barstow,92311,34.965648,-117.001509,6,72,Offer A,Yes,32.22,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,0.0,0,2319.84,10052.49,Stayed,0,0,2.4060571066373377,1.614210213225845,1.323734712798479
2078,2985-FMWYF,female,46,No,0,Myers Flat,95554,40.267158,-123.805913,0,23,Offer D,Yes,18.12,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.55,0.0,0,416.76,2758.31,Stayed,0,0,0.026993437021829995,-0.3825038760647962,0.9583796974350067
2079,2985-JUUBZ,male,32,Yes,3,Dulzura,91917,32.622999,-116.687855,5,40,Offer B,Yes,13.86,Yes,Yes,DSL,75.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,3015.75,0.0,0,554.4,3570.15,Stayed,0,0,0.32451430030664663,0.31023366511767114,0.3510571061071298
2080,2987-BJXIK,female,44,No,0,Tulare,93274,36.185471,-119.375243,0,70,0,Yes,16.93,Yes,Yes,DSL,10.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,5991.05,0.0,0,1185.1,7176.15,Stayed,0,0,1.6374983177069955,1.532711678969084,0.676351264522853
2081,2988-GBIVW,female,68,Yes,0,Knights Landing,95645,38.875508,-121.765866,10,70,0,Yes,38.5,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,6470.1,0.0,0,2695.0,9165.1,Stayed,0,0,1.8489005270760128,1.532711678969084,0.8734506807057785
2082,2988-PLAHS,female,58,No,0,Sierraville,96126,39.559709,-120.345639,0,3,Offer E,Yes,29.51,No,Yes,Cable,17.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,220.45,0.0,30,88.53,338.98,Joined,0,0,-0.9090366773558396,-1.1974892186324049,0.2036331525394132
2083,2988-QRAJY,male,27,No,0,Santa Rosa,95403,38.488431,-122.752839,0,69,Offer A,Yes,5.71,Yes,Yes,Fiber Optic,73.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.05,7430.75,23.16,0,393.99,7801.58,Stayed,0,0,2.272830247210334,1.4919624118407038,1.4887854434232053
2084,2990-HWIML,female,58,No,0,Ontario,91764,34.074087,-117.605618,0,6,Offer E,Yes,47.92,No,Yes,Fiber Optic,25.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.82,Churned,Competitor,Competitor had better devices,-0.7533258547363683,-1.0752414172472635,0.8301849552022096
2085,2990-IAJSV,male,55,No,0,San Francisco,94110,37.750021,-122.415201,0,72,0,Yes,45.41,Yes,Yes,Cable,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.0,6632.75,0.0,0,3269.52,9902.27,Stayed,0,0,1.920677104372476,1.614210213225845,0.9103066690977079
2086,2990-OGYTD,female,41,Yes,0,Fullerton,92831,33.879983,-117.895482,1,67,Offer A,Yes,3.2,Yes,Yes,DSL,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.15,5883.85,0.0,0,214.4,6098.25,Stayed,0,0,1.5901915295964464,1.4104638775839429,0.722821858582242
2087,2995-UPRYS,female,74,Yes,0,Long Beach,90802,33.752524,-118.210737,1,40,0,Yes,19.76,No,Yes,Fiber Optic,22.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.2,4062.2,0.0,0,790.4,4852.6,Churned,Other,Moved,0.7863071027160153,0.31023366511767114,1.141057205116743
2088,2995-YWTCD,female,20,Yes,1,Browns Valley,95918,39.292334,-121.320597,1,19,0,Yes,31.58,Yes,No,0,0.0,0,0,0,0,0,0,0,0,Two Year,Yes,Bank Withdrawal,24.9,467.7,0.0,0,600.02,1067.72,Stayed,0,0,-0.7999265713825809,-0.5455009445783179,-1.2401601318574658
2089,2996-XAUVF,male,25,No,0,Needles,92363,34.711224,-114.702256,0,70,Offer A,No,0.0,0,Yes,DSL,59.0,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,2799.75,0.0,0,0.0,2799.75,Stayed,0,0,0.22919465262121144,1.532711678969084,-0.7546225456507463
2090,2999-AANRQ,female,23,No,0,Sacramento,95833,38.619049,-121.517552,0,21,0,Yes,17.35,No,Yes,DSL,71.0,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,71.05,1524.85,16.91,140,364.35,2012.29,Stayed,0,0,-0.33341191605546144,-0.46400241032155704,0.23888670665343223
2091,3001-CBHLQ,male,76,Yes,0,Angels Camp,95222,38.071327,-120.632221,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,Churned,Attitude,Attitude of support person,0.4727010488842816,-0.015760471909372287,1.323734712798479
2092,3001-UNBTL,male,69,Yes,1,Burbank,91506,34.169706,-118.323548,1,29,Offer C,Yes,49.36,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,2964.8,0.0,0,1431.44,4396.24,Stayed,0,0,0.3020303371141795,-0.1380082732945136,1.2932884615181897
2093,3002-WQZWT,female,25,No,0,Murrieta,92563,33.581045,-117.14719,0,29,Offer C,Yes,16.38,Yes,Yes,Fiber Optic,82.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,1993.25,0.0,0,475.02,2468.27,Stayed,0,0,-0.12670949487093433,-0.1380082732945136,0.3398400661617602
2094,3003-CMDUU,female,22,Yes,0,Santa Paula,93060,34.402343,-119.094824,0,25,0,Yes,29.81,No,Yes,Fiber Optic,52.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,2395.7,0.0,80,745.25,3220.95,Stayed,0,0,0.05088954314297019,-0.3010053418080353,1.0112600286060358
2095,3005-NFMTA,male,73,No,0,Valencia,91354,34.457005,-118.573726,0,55,Offer B,Yes,8.93,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.8,5617.75,0.0,0,491.15,6108.9,Churned,Price,Price too high,1.4727630191839725,0.9214726720433777,1.128237730893463
2096,3005-TYFRD,female,54,Yes,0,Tollhouse,93667,36.993666,-119.348267,4,55,Offer B,Yes,33.66,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5676.65,0.0,0,1851.3,7527.95,Stayed,0,0,1.4987552749648618,0.9214726720433777,1.28367385585073
2097,3006-XIMLN,female,34,No,0,Garden Valley,95633,38.852544,-120.837669,0,2,0,Yes,42.89,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,193.8,0.0,0,85.78,279.58,Churned,Dissatisfaction,Lack of self-service on Website,-0.9207971801836953,-1.2382384857607853,0.9808137773257464
2098,3007-FDPEA,female,28,No,0,Fallbrook,92028,33.362575,-117.299644,0,2,0,Yes,13.89,No,No,0,0.0,0,0,0,0,0,0,0,0,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,0.0,0,27.78,67.63,Joined,0,0,-0.9887344938928284,-1.2382384857607853,-1.374764611201903
2099,3009-JWMPU,male,58,No,0,Five Points,93624,36.397745,-120.119911,0,62,Offer B,Yes,22.64,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,6125.4,0.0,0,1403.68,7529.08,Churned,Attitude,Attitude of service provider,1.6967862559780056,1.2067175419420406,1.0625379254991545
2100,3011-WQKSZ,male,41,No,3,Foresthill,95631,39.031876,-120.811141,0,19,Offer D,Yes,24.1,No,No,0,0.0,0,0,0,0,0,0,0,0,Month-to-Month,Yes,Bank Withdrawal,20.0,377.55,0.0,0,457.9,835.45,Stayed,0,0,-0.8397092854512939,-0.5455009445783179,-1.3971986910926424
